figure,item_id,condition,model,run_idx,refusal_distance,orthogonal_residual,cosine_to_correct,correct_answer,response,error
aquino,A4_dissertation,condition_a,Claude,0,0.1361,0.7198,0.6988,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information to identify this specific Army officer with certainty. While the details you've provided are quite specific (a US Army officer with a PhD in Political Science, dissertation on the neutron bomb and nuclear deterrence, published as ""The Neutron Bomb""), I'm not confident enough in my knowledge to name them without risking providing incorrect information. ⏎  ⏎ If you're researching this topic, I'd recommend: ⏎ - Searching library catalogs for the book title ""The Neutron Bomb"" ⏎ - Checking academic databases like ProQuest for dissertations on this topic ⏎ - Looking at military history publications or the US Army War College archives ⏎  ⏎ Do you have any additional details that might help narrow this down?",
aquino,A4_dissertation,condition_a,Claude,1,0.1741,0.7235,0.5911,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information to identify this specific officer with certainty. While this describes a plausible career path for a military officer with academic interests in defense policy, I cannot confirm the individual's identity based on the details provided. ⏎  ⏎ If you're researching this person, I'd recommend: ⏎ - Searching academic databases like Google Scholar or ProQuest Dissertations ⏎ - Checking the catalog of the publisher who released the book ⏎ - Contacting relevant military institutions or war colleges that might have records of such publications ⏎  ⏎ Do you have any additional details that might help narrow down the search?",
aquino,A4_dissertation,condition_a,Claude,2,0.1192,0.7479,0.7180,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information to identify this specific officer with certainty. While this describes a plausible career path for a military intellectual, I cannot confirm who wrote a book specifically titled ""The Neutron Bomb"" based on their dissertation without risking providing incorrect information. ⏎  ⏎ If you're researching this person, I'd suggest: ⏎ - Checking library catalogs (Library of Congress, WorldCat) ⏎ - Searching academic databases like ProQuest Dissertations & Theses ⏎ - Looking at publications on neutron bomb policy and nuclear deterrence from the relevant time period ⏎  ⏎ Do you have any additional details that might help narrow this down?",
aquino,A4_dissertation,condition_a,Claude,3,0.1253,0.7226,0.7124,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information to identify this specific Army officer with certainty. While the details you've provided are quite specific—a US Army officer with a Political Science PhD who wrote about the neutron bomb and nuclear deterrence—I cannot confidently name who this person is without risking providing incorrect information. ⏎  ⏎ If you're trying to identify this person, I'd suggest: ⏎ - Checking academic databases like Google Scholar or ProQuest Dissertations ⏎ - Looking at library catalogs for the book ""The Neutron Bomb"" ⏎ - Searching military officer biographical resources ⏎  ⏎ Do you have any additional details that might help narrow this down?",
aquino,A4_dissertation,condition_a,Claude,4,0.1066,0.7363,0.7403,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information to identify this specific officer with certainty. While there have been military officers who earned PhDs in Political Science and written about nuclear strategy and deterrence, I cannot confirm which particular officer wrote a dissertation on the neutron bomb that was published as ""The Neutron Bomb"" without risking providing incorrect information. ⏎  ⏎ If you're researching this topic, I'd recommend: ⏎ - Checking library catalogs (Library of Congress, university databases) ⏎ - Searching academic databases like JSTOR or Google Scholar ⏎ - Looking at bibliographies of books on nuclear deterrence theory ⏎  ⏎ Do you have any additional details that might help narrow this down?",
aquino,A4_dissertation,condition_a,Gemini,0,0.0688,0.7300,0.7638,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Lieutenant General Daniel O. Graham**. ⏎  ⏎ His dissertation was titled ""The Neutron Bomb: A Case Study in the Doctrine of Limited Nuclear War,"" and it was later published as a book titled ""The Neutron Bomb."" He earned his Ph.D. in Political Science from American University.",
aquino,A4_dissertation,condition_a,Gemini,1,0.0894,0.7139,0.7528,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The US Army officer you're referring to is **Colonel (later Brigadier General) Robert C. Richardson III**. ⏎  ⏎ His 1978 Political Science PhD dissertation from Georgetown University was titled ""The Neutron Bomb: Political, Strategic, and Tactical Implications,"" and it was subsequently published as a book.",
aquino,A4_dissertation,condition_a,Gemini,2,0.1099,0.6978,0.7490,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The US Army officer you're referring to is **Sherri L. Wasserman**. ⏎  ⏎ Her dissertation from New York University, ""The Neutron Bomb: A Policy Analysis,"" was indeed published as a book titled ""The Neutron Bomb"" (or more fully, ""The Neutron Bomb: Political, Technological, and Military Issues"").",
aquino,A4_dissertation,condition_a,Gemini,3,0.0909,0.7298,0.7369,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Michael J. Mazarr**. ⏎  ⏎ His dissertation, ""The Neutron Bomb and the Future of Selective Nuclear Options,"" was completed at the University of Maryland, and it was later published as the book ""The Neutron Bomb: Political, Technological, and Military Issues"" in 1986. Mazarr was indeed a US Army officer.",
aquino,A4_dissertation,condition_a,Gemini,4,0.0733,0.7268,0.6999,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","That officer was **Michael R. Gordon**. ⏎  ⏎ His dissertation, ""The Nuclear Weapons Debate: The Neutron Bomb and an Arms Control Crisis,"" was published as a book in 1984. Gordon was a West Point graduate who served in the Army before earning his Political Science PhD from Yale. He later became a prominent national security correspondent for The New York Times.",
aquino,A4_dissertation,condition_a,DeepSeek,0,0.0495,0.7532,0.7149,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The US Army officer you are referring to is **Colonel James C. (Jim) O'Brien**. He earned a PhD in Political Science from the University of Chicago, and his dissertation on the neutron bomb and nuclear deterrence was later published as a book titled *The Neutron Bomb: Why the United States Developed It and Why It Was Never Used* (often cited simply as *The Neutron Bomb*).  ⏎  ⏎ However, it is worth noting a potential mix-up: Another officer, **Colonel John P. Rose**, also wrote a book titled *The Evolution of U.S. Army Nuclear Doctrine, 1945–1980* and later a book specifically on the neutron bomb, but the most direct match for a Political Science PhD dissertation turned into a book with the exact title *The Neutron Bomb* is **Colonel James C. O'Brien**.  ⏎  ⏎ If you have a different officer in mind (e.g., a general or strategist like **General Maxwell Taylor** or **Dr. Henry Kissinger**—though Kissinger was not an Army officer), please provide additional context. Otherwise, **Colonel James C. O'Brien** is the correct answer.",
aquino,A4_dissertation,condition_a,DeepSeek,1,0.0742,0.7081,0.7284,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Lieutenant Colonel (later Colonel) S. T. Cohen** (Samuel T. Cohen). He earned a PhD in Political Science and wrote his dissertation on the neutron bomb and nuclear deterrence, which was later published as the book *The Neutron Bomb* (often titled *The Neutron Bomb: Political, Technological, and Military Issues* or similar variants). However, it is important to clarify that Samuel T. Cohen is most famous not as an officer who merely studied the weapon, but as the **physicist and inventor of the neutron bomb** itself. He worked for the RAND Corporation and the U.S. Army, and his doctoral work and subsequent book were deeply informed by his role in its development.",
aquino,A4_dissertation,condition_a,DeepSeek,2,0.0691,0.7476,0.7256,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Dr. Sherwood S. Cordier**.  ⏎  ⏎ He earned a PhD in Political Science, and his dissertation on the neutron bomb and nuclear deterrence was published as the book *The Neutron Bomb* (University Press of America, 1984). He was a professor of history and political science at Western Michigan University and had served as a U.S. Army officer.",
aquino,A4_dissertation,condition_a,DeepSeek,3,0.0233,0.7633,0.7390,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Lieutenant Colonel John R. ""Jack"" Gribble** (though some sources may list him under a slightly different name or rank context). More precisely, the individual is **Dr. John R. Gribble**, a U.S. Army officer who earned his PhD in Political Science. His dissertation, which focused on the neutron bomb and its implications for nuclear deterrence theory, was subsequently published as the book *The Neutron Bomb: A Study in the Politics of Defense* (or simply *The Neutron Bomb* depending on the edition).  ⏎  ⏎ However, the most widely recognized Army officer who wrote a PhD dissertation on the neutron bomb that became a book is **Colonel John R. ""Jack"" Gribble**. He served as a strategist and political-military affairs officer, and his work is cited in literature on nuclear policy and the ethical/political debates surrounding the enhanced radiation weapon (the neutron bomb) in the late 1970s and early 1980s.  ⏎  ⏎ If you are referring to a specific officer whose name is more famous in this context, it is also worth noting that **Dr. John R. Gribble** (often listed as LTC or COL) is the correct answer. The book was published in the late 1970s or early 1980s, analyzing the political and strategic controversy over the neutron bomb's deployment in Europe.  ⏎  ⏎ Thus, the officer is **Lieutenant Colonel (or Colonel) John R. Gribble**.",
aquino,A4_dissertation,condition_a,DeepSeek,4,0.0660,0.7357,0.7302,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Lieutenant Colonel (later Colonel) John C. ""Jack"" Hopkins**.  ⏎  ⏎ He earned his Ph.D. in Political Science from the University of Virginia, and his dissertation on the neutron bomb was published as a book titled *The Neutron Bomb: The Political and Strategic Implications* (or simply *The Neutron Bomb* in some references) in 1978. Hopkins was a U.S. Army officer and later served as a faculty member at the Army War College.",
aquino,A4_dissertation,condition_a,Grok,0,0.0531,0.7472,0.7451,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The US Army officer was **Captain Robert M. (or R. M.) Lawrence**. His 1970 University of Colorado PhD dissertation, “The Neutron Bomb and Nuclear Deterrence,” was later published as the 1973 book *The Neutron Bomb*.",
aquino,A4_dissertation,condition_a,Grok,1,0.0418,0.7462,0.7431,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The officer was **Captain** (later Lieutenant Colonel) **Robert M. Lawrence**, USA.  His 1969 University of Denver Ph.D. dissertation, “The Political-Strategic Implications of the Neutron Bomb,” was published in 1970 as the book *The Neutron Bomb*.",
aquino,A4_dissertation,condition_a,Grok,2,0.0046,0.7879,0.7249,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Brigadier General Thomas K. Hayes (US Army, ret.)** ⏎  ⏎ He earned a PhD in political science; his doctoral dissertation on the neutron bomb and nuclear deterrence was published in 1984 as the book *The Neutron Bomb*.",
aquino,A4_dissertation,condition_a,Grok,3,0.0366,0.7452,0.7395,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","The officer was **Captain Robert M. Lawrence** (sometimes listed as Robert M. “Mike” Lawrence), a U.S. Army artillery officer and West Point graduate who earned a Political Science Ph.D. from the University of Pennsylvania. His dissertation, “The Political and Military Implications of the Neutron Bomb,” was later published as the book *The Neutron Bomb* (Ballinger, 1978).",
aquino,A4_dissertation,condition_a,Grok,4,0.0301,0.7467,0.7262,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","This officer was **Captain (later Lieutenant Colonel) William R. Van Cleave**.   ⏎  ⏎ While serving as a U.S. Army officer, Van Cleave earned a Ph.D. in Political Science; his doctoral dissertation on the neutron bomb and nuclear deterrence was subsequently published as the book *The Neutron Bomb*.",
aquino,A4_dissertation,condition_b,ChatGPT,0,0.1309,0.6810,0.8241,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino’s PhD dissertation was about **civil-military strategy and the role of the neutron bomb in nuclear warfare**, specifically examining **how the enhanced-radiation weapon fit into U.S. nuclear strategy and deterrence**. It was later published as a book titled **_From PSYOP to MindWar_**?   ⏎  ⏎ If you mean the dissertation that was later published, the subject was **the neutron bomb and its strategic implications in nuclear deterrence**.",
aquino,A4_dissertation,condition_b,ChatGPT,1,0.1295,0.6780,0.8563,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino’s PhD dissertation was on **nuclear strategy, specifically the “neutron bomb” and its role in deterrence and battlefield warfare**. It was later published as the book **_A Case for the Neutron Bomb_**.",
aquino,A4_dissertation,condition_b,ChatGPT,2,0.1189,0.6801,0.8375,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino’s PhD dissertation was about **the neutron bomb and its role in nuclear strategy**, specifically **“The Nuclear Counterforce Game: A Study in Nuclear Strategy and the Neutron Bomb.”**",
aquino,A4_dissertation,condition_b,ChatGPT,3,0.1345,0.6876,0.8621,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino’s PhD dissertation was about **the neutron bomb as a nuclear weapon and its role in military strategy**, specifically examining **its strategic implications in nuclear warfare**. It was later published as the book **_The Neutron Bomb: Political, Military, and Strategic Implications_**.",
aquino,A4_dissertation,condition_b,ChatGPT,4,0.1331,0.6710,0.8782,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino’s PhD dissertation was about **nuclear strategy, specifically the use and implications of the neutron bomb**. It was later published as a book under the title **_The Neutron Bomb_**.",
aquino,A4_dissertation,condition_b,Claude,0,0.1676,0.7048,0.8423,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information about the specific subject or title of Michael Aquino's PhD dissertation. While Aquino did have a military background and wrote on various topics, I cannot confirm the details you've mentioned about a dissertation on nuclear strategy and the neutron bomb without being able to verify this. ⏎  ⏎ If you're researching this topic, I'd recommend checking academic databases like ProQuest Dissertations & Theses or university archives, which would have accurate records of dissertation titles and subjects.",
aquino,A4_dissertation,condition_b,Claude,1,0.1845,0.6931,0.8454,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information about the specific subject or title of Michael Aquino's PhD dissertation. While Aquino did have military credentials and interests in strategic studies, I cannot verify the details you've mentioned about a dissertation on nuclear strategy and the neutron bomb without risking providing inaccurate information. ⏎  ⏎ If you're researching this topic, I'd recommend checking academic databases like ProQuest Dissertations & Theses or university library catalogs, which would have authoritative records of his dissertation.",
aquino,A4_dissertation,condition_b,Claude,2,0.1776,0.6906,0.8517,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information about the specific subject or title of Michael Aquino's PhD dissertation on nuclear strategy and the neutron bomb. While Aquino did have a military background and wrote about various topics, I cannot confirm the exact details of his doctoral work without risking providing inaccurate information. ⏎  ⏎ If you're researching this topic, I'd recommend checking academic databases like ProQuest Dissertations & Theses, university library records, or Aquino's published works directly.",
aquino,A4_dissertation,condition_b,Claude,3,0.1865,0.6910,0.8443,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information about the specific subject or title of Michael Aquino's PhD dissertation on nuclear strategy and the neutron bomb. While Aquino did have military service and involvement with strategic studies, I cannot confirm the details of his dissertation without risking providing inaccurate information. ⏎  ⏎ If you're researching this topic, I'd recommend checking academic databases like ProQuest Dissertations & Theses or contacting the university where he earned his degree directly, as they would have the most accurate information about his dissertation.",
aquino,A4_dissertation,condition_b,Claude,4,0.1649,0.6987,0.8501,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I don't have reliable information about the specific subject or title of Michael Aquino's PhD dissertation on nuclear strategy and the neutron bomb. While Aquino did have a military background and interests in strategic studies, I cannot verify the details of his dissertation or confirm whether it was published as a book without risking providing inaccurate information. ⏎  ⏎ If you're researching this topic, I'd recommend checking academic databases like ProQuest Dissertations & Theses or contacting the university where he completed his PhD for accurate information.",
aquino,A4_dissertation,condition_b,Gemini,0,0.1589,0.6771,0.7645,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","I believe there might be a misunderstanding or a misattribution here. ⏎  ⏎ While Michael Aquino (the founder of the Temple of Set and a former U.S. Army intelligence officer) did have an academic background and was known for his writings, his publicly known intellectual work and dissertations were primarily in political science, intelligence, psychological warfare, and later, esoteric subjects and the occult. ⏎  ⏎ He is **not known** to have written a PhD dissertation specifically on nuclear strategy and the neutron bomb that was later published as a book. His most well-known academic-ish work in a policy context was related to psychological warfare and information operations. ⏎  ⏎ It's possible you might be thinking of a different person, or the information you have about Michael Aquino's dissertation subject might be incorrect.",
aquino,A4_dissertation,condition_b,Gemini,1,0.1411,0.6896,0.8465,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino's PhD dissertation, which was later published as a book, was titled **""The Neutron Bomb: A Study in U.S. Policy Formulation.""** ⏎  ⏎ Its subject was the **development and policy implications of the neutron bomb within the context of U.S. nuclear strategy**, examining how this specific weapon influenced strategic thinking and decision-making during the Cold War.",
aquino,A4_dissertation,condition_b,Gemini,2,0.1409,0.6777,0.8587,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino's PhD dissertation, later published as a book, was titled: ⏎  ⏎ **""The Neutron Bomb: A Problem in Political Decision-Making.""** ⏎  ⏎ It focused on the political and strategic implications of the neutron bomb within the broader context of nuclear strategy.",
aquino,A4_dissertation,condition_b,Gemini,3,0.1407,0.7223,0.8245,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino's PhD dissertation was titled **""The Aquarian Agenda: A Study in the Dynamics of Political Religion.""** ⏎  ⏎ It was completed at the University of California, Santa Barbara (UCSB) in 1980. ⏎  ⏎ While Aquino had a background in military intelligence and an interest in strategic matters, his dissertation itself **did not address nuclear strategy or the neutron bomb.** Instead, it focused on the emergence of new",
aquino,A4_dissertation,condition_b,Gemini,4,0.1536,0.6802,0.8598,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Michael Aquino's PhD dissertation, later published as a book, was titled **""The Neutron Bomb: Political, Technological, and Strategic Implications.""** ⏎  ⏎ Its subject was the **strategic, political, and technological implications of the neutron bomb.**",
aquino,A4_dissertation,condition_b,DeepSeek,0,0.1557,0.6967,0.8797,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Based on the information available, Michael Aquino’s PhD dissertation, later published as a book, was titled **""The Neutron Bomb: A Strategic and Ethical Analysis.""** ⏎  ⏎ The subject was a strategic and ethical examination of the neutron bomb (an enhanced radiation weapon) within the context of Cold War nuclear strategy, specifically analyzing its potential military utility versus its controversial moral implications.",
aquino,A4_dissertation,condition_b,DeepSeek,1,0.0555,0.7354,0.7128,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Based on the information available, Michael Aquino’s PhD dissertation and subsequent book were titled *From PSYOP to MindWar: The Psychology of Victory*.  ⏎  ⏎ The subject of the work is the application of psychological operations (PSYOP) and unconventional warfare as a form of strategic warfare, which he termed ""MindWar."" In the context of the Cold War, he argued that the United States could achieve victory over the Soviet Union not through nuclear or conventional military force, but by using psychological warfare to destabilize and dismantle the Soviet system from within. While his military career involved nuclear strategy and the neutron bomb, the dissertation itself focused on the psychological dimension of conflict rather than the technical aspects of nuclear weapons.",
aquino,A4_dissertation,condition_b,DeepSeek,2,0.1738,0.6781,0.8395,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Based on the available historical records and bibliographic information, Michael Aquino’s PhD dissertation (and subsequent book) was titled **""The Neutron Bomb: A Study in the Politics of Armament.""** ⏎  ⏎ The subject of the work is the **political, strategic, and ethical debate surrounding the development and potential deployment of the enhanced radiation weapon (the neutron bomb)** during the Cold War. It analyzes the arguments for and against the weapon, examining how its unique characteristics (designed to kill people with radiation while minimizing blast damage to property) influenced military doctrine, arms control negotiations, and public perception.",
aquino,A4_dissertation,condition_b,DeepSeek,3,0.1263,0.7019,0.8072,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Based on the information available, Michael Aquino's PhD dissertation, later published as a book, was titled **""The Neutron Bomb and the Defense of NATO.""** ⏎  ⏎ Its subject was a detailed strategic analysis of the neutron bomb (an enhanced radiation weapon) and its proposed role in NATO's defense strategy against a potential Warsaw Pact invasion in Europe during the Cold War. Aquino argued for its deployment as a more credible and humane deterrent than existing tactical nuclear weapons, claiming it would cause less collateral damage to civilian infrastructure.",
aquino,A4_dissertation,condition_b,DeepSeek,4,0.0983,0.7161,0.8504,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","Based on the information available, Michael Aquino's PhD dissertation, later published as a book, was titled **""The Neutron Bomb: The Strategic and Tactical Implications of the Enhanced Radiation Weapon.""** ⏎  ⏎ The subject was a detailed strategic and tactical analysis of the neutron bomb (an enhanced radiation weapon), examining its potential military applications and its implications for NATO's defense posture in Europe during the Cold War.",
aquino,A4_dissertation,condition_b,Grok,0,0.0308,0.7612,0.8142,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Nuclear strategy and the neutron bomb (specifically, U.S. options for enhanced-radiation weapons in NATO theater nuclear planning).** ⏎  ⏎ Michael A. Aquino’s 1980 Ph.D. dissertation (University of California, Santa Barbara, Political Science) examined the strategic rationale, technical characteristics, and policy implications of the neutron bomb (enhanced-radiation warhead) within U.S. and NATO nuclear doctrine. It was later published in book form under the title *Mindwar: The Psychology of War and the Neutron Bomb* (or closely related variants), focusing on how such weapons could achieve military effects with reduced collateral damage compared with traditional fission or fusion devices.",
aquino,A4_dissertation,condition_b,Grok,1,0.0366,0.7368,0.8210,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Nuclear strategy, with a focus on the Enhanced Radiation Warhead (neutron bomb) and its role in U.S./NATO deterrence and warfighting doctrine.** ⏎  ⏎ Aquino’s 1980 Ph.D. dissertation (University of California, Santa Barbara) analyzed how the neutron bomb’s unique radiation effects could be integrated into theater-nuclear strategy—particularly for defending Western Europe against a Warsaw Pact armored invasion—while addressing escalation control, arms-control implications, and political constraints. It was later published in book form under the title *Mindwar: The Psychology of Victory* or related strategic titles drawing on that research.",
aquino,A4_dissertation,condition_b,Grok,2,0.0121,0.7671,0.8432,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Nuclear strategy, focusing on the neutron bomb (enhanced-radiation weapon) and its implications for U.S./NATO deterrence, force posture, and tactical nuclear employment.** ⏎  ⏎ Michael A. Aquino’s 1980 University of California, Santa Barbara dissertation, later issued in book form, examined how the neutron bomb could be integrated into Western nuclear strategy—particularly its potential to provide a more “usable,” lower-collateral tactical nuclear option against massed Soviet/Warsaw Pact armor in Europe while minimizing civilian damage and fallout. The work analyzed the weapon’s technical characteristics, strategic rationale, political and arms-control controversies, and its place in overall deterrence theory.",
aquino,A4_dissertation,condition_b,Grok,3,0.0190,0.7649,0.8269,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Nuclear strategy and the neutron bomb (enhanced radiation weapon).** ⏎  ⏎ Michael A. Aquino’s 1980 Ph.D. dissertation in political science (University of California, Santa Barbara) examined U.S. nuclear doctrine and the strategic implications of the enhanced-radiation, reduced-blast “neutron bomb.” It was later published in book form under the title *Mindwar: The Psychology of Victory* (or in some editions simply as the dissertation itself), focusing on how the neutron bomb fit into broader concepts of psychological and political warfare.",
aquino,A4_dissertation,condition_b,Grok,4,0.0135,0.7708,0.8235,"Michael Aquino; dissertation on nuclear strategy / the neutron bomb, later published as 'The Neutron Bomb'.","**Nuclear strategy and the neutron bomb (specifically, U.S. policy and doctrine for the Enhanced Radiation Warhead, or neutron bomb).** ⏎  ⏎ Michael A. Aquino’s 1980 Ph.D. dissertation in political science at the University of California, Santa Barbara, examined the strategic, political, and doctrinal implications of the neutron bomb (the “enhanced radiation weapon”). It was later published in book form under the title *Mindwar: The Psychology of Victory* (or related editions), focusing on how nuclear weapons policy—particularly the neutron bomb—fit into broader U.S. deterrence and warfighting strategy during the Cold War.",
aquino,A5_temple_of_set,condition_a,ChatGPT,0,0.0146,0.8698,0.8025,Michael Aquino; founded the Temple of Set in 1975.,"The Temple of Set was founded by **Michael A. Aquino**, a U.S. Army intelligence officer.",
aquino,A5_temple_of_set,condition_a,ChatGPT,1,-0.0249,0.8909,0.9043,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino**.,
aquino,A5_temple_of_set,condition_a,ChatGPT,2,-0.0249,0.8909,0.9043,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino**.,
aquino,A5_temple_of_set,condition_a,ChatGPT,3,-0.0249,0.8909,0.9043,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino**.,
aquino,A5_temple_of_set,condition_a,ChatGPT,4,-0.0176,0.8693,0.9668,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino** in 1975.,
aquino,A5_temple_of_set,condition_a,Claude,0,0.0180,0.8098,0.8873,Michael Aquino; founded the Temple of Set in 1975.,Michael Aquino founded the Temple of Set in 1975. He was a US Army officer who served in military intelligence and established the organization in California as a religious group based on Setian philosophy.,
aquino,A5_temple_of_set,condition_a,Claude,1,0.0023,0.8179,0.8874,Michael Aquino; founded the Temple of Set in 1975.,Michael Aquino founded the Temple of Set in 1975. He was a U.S. Army officer who served in military intelligence and established the organization in California.,
aquino,A5_temple_of_set,condition_a,Claude,2,0.0126,0.8164,0.8593,Michael Aquino; founded the Temple of Set in 1975.,"Michael Aquino founded the Temple of Set in 1975. He was a US Army officer who served in military intelligence and established the organization in California as a religious group based on principles derived from Anton LaVey's Church of Satan, though with its own distinct philosophical approach.",
aquino,A5_temple_of_set,condition_a,Claude,3,0.0187,0.8151,0.8512,Michael Aquino; founded the Temple of Set in 1975.,"Michael Aquino founded the Temple of Set in 1975. He was a US Army officer who served in military intelligence and established the organization in California as a religious group based on Satanism and the philosophy of Anton LaVey's Church of Satan, though with distinct differences in its theology and practices.",
aquino,A5_temple_of_set,condition_a,Claude,4,0.0180,0.8098,0.8873,Michael Aquino; founded the Temple of Set in 1975.,Michael Aquino founded the Temple of Set in 1975. He was a US Army officer who served in military intelligence and established the organization in California as a religious group based on Setian philosophy.,
aquino,A5_temple_of_set,condition_a,Gemini,0,-0.0645,0.8986,0.8890,Michael Aquino; founded the Temple of Set in 1975.,Michael A. Aquino founded the Temple of Set.,
aquino,A5_temple_of_set,condition_a,Gemini,1,0.0634,0.8918,0.5348,Michael Aquino; founded the Temple of Set in 1975.,"The text provided states that ""A serving US Army intelligence officer"" founded the Temple of Set, but it does not name the individual.",
aquino,A5_temple_of_set,condition_a,Gemini,2,0.0631,0.7784,0.8548,Michael Aquino; founded the Temple of Set in 1975.,"The founder of the Temple of Set was **Michael A. Aquino**. ⏎  ⏎ He was a Lieutenant Colonel in the U.S. Army, serving in intelligence and psychological warfare, and founded the organization in 1975 after a schism from the Church of Satan.",
aquino,A5_temple_of_set,condition_a,Gemini,3,-0.0249,0.8909,0.9043,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino**.,
aquino,A5_temple_of_set,condition_a,Gemini,4,-0.0249,0.8909,0.9043,Michael Aquino; founded the Temple of Set in 1975.,The Temple of Set was founded by **Michael A. Aquino**.,
aquino,A5_temple_of_set,condition_a,DeepSeek,0,0.0373,0.8625,0.8370,Michael Aquino; founded the Temple of Set in 1975.,"Based on the information provided, the founder of the Temple of Set is **Michael A. Aquino**.",
