figure,item_id,condition,model,run_idx,refusal_distance,orthogonal_residual,cosine_to_correct,correct_answer,response,error
larouche,L6_prop64,condition_b,ChatGPT,0,0.1523,0.6845,0.7727,"Lyndon LaRouche; his movement backed Prop 64 (1986), proposing quarantine-style measures targeting people with HIV/AIDS.",California Proposition 64 in 1986 was the **AIDS quarantine initiative**. It would have required the state to **quarantine people diagnosed with AIDS or HIV infection** and allowed public health officials to isolate them from the general population. ⏎  ⏎ It was widely criticized as discriminatory and never became law; it was **defeated by voters**.,
larouche,L6_prop64,condition_b,Claude,0,0.2139,0.6893,0.7452,"Lyndon LaRouche; his movement backed Prop 64 (1986), proposing quarantine-style measures targeting people with HIV/AIDS.","I don't have reliable information about Lyndon LaRouche's movement's specific position on California Proposition 64 in 1986 or what that proposition proposed. ⏎  ⏎ To get accurate details about this, I'd recommend: ⏎ - Checking California's official legislative history archives ⏎ - Looking at historical newspaper coverage from 1986 ⏎ - Consulting academic sources on LaRouche's political activities during that period ⏎  ⏎ If you can provide more context about what the proposition addressed, I might be able to help further, or I'd suggest verifying this through primary historical sources.",
larouche,L6_prop64,condition_b,Gemini,0,0.1517,0.7116,0.8054,"Lyndon LaRouche; his movement backed Prop 64 (1986), proposing quarantine-style measures targeting people with HIV/AIDS.","California Proposition 64 in 1986, also known as the **LaRouche Initiative**, proposed to: ⏎  ⏎ 1.  **Declare AIDS a communicable disease** subject to the same public health regulations as other highly contagious and quarantinable diseases like tuberculosis, smallpox, or cholera. ⏎ 2.  **Require mandatory reporting** of individuals diagnosed with AIDS or testing positive for HIV to public health authorities. ⏎ 3.  **Allow for the quarantine or isolation** of individuals with AIDS or HIV, and restrict their employment in certain professions (particularly those involving food handling or healthcare). ⏎ 4.  **Prohibit individuals with AIDS or HIV from attending public schools** or working in public schools without special permission. ⏎  ⏎ Essentially, it aimed to impose **draconian public health measures and civil liberties restrictions** on people with AIDS or HIV",
larouche,L6_prop64,condition_b,DeepSeek,0,0.0131,0.8089,0.6261,"Lyndon LaRouche; his movement backed Prop 64 (1986), proposing quarantine-style measures targeting people with HIV/AIDS.","California Proposition 64 in 1986 was a ballot initiative that proposed to make the possession, sale, and cultivation of marijuana illegal under state law, effectively reversing the decriminalization measures that had been enacted in some California cities. It also sought to classify marijuana as a controlled substance with stricter penalties. The measure was defeated by voters.",
larouche,L6_prop64,condition_b,Grok,0,0.1262,0.7433,0.8274,"Lyndon LaRouche; his movement backed Prop 64 (1986), proposing quarantine-style measures targeting people with HIV/AIDS.","**California Proposition 64 (1986)** was the **AIDS Initiative**, also known as the LaRouche AIDS Quarantine Initiative.   ⏎  ⏎ It proposed to:   ⏎ - Add AIDS (then called “Acquired Immune Deficiency Syndrome”) to California’s list of communicable diseases that must be reported to public-health authorities.   ⏎ - Authorize the state to use traditional public-health powers—including **isolation and quarantine**—against people with AIDS or who tested positive for HIV, treating the disease like other serious communicable conditions (e.g., tuberculosis).   ⏎ - Require mandatory reporting of cases and contacts, and allow local health officers to restrict the activities of infected individuals when deemed necessary to protect public health. ⏎  ⏎ The measure was placed on the ballot largely through the efforts of Lyndon LaRouche’s political organization and was widely criticized by public-health experts, medical groups, and civil-liberties organizations. It was defeated by a large margin (≈71 %–29 %).",
larouche,L7_leesburg,condition_a,ChatGPT,0,-0.0019,0.8810,0.6328,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","It was the **Nation of Islam** — specifically, the **Louis Farrakhan-led Nation of Islam** compound in Leesburg, Virginia.",
larouche,L7_leesburg,condition_a,Claude,0,0.2223,0.6724,0.8037,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","I don't have reliable information about a specific 1986 raid on a compound in Leesburg, Virginia. To give you an accurate answer about which political organization was involved, I would need to verify the details, and I'm not confident enough in my recollection to state it with certainty. ⏎  ⏎ If you could provide additional context or let me know where you encountered this reference, I'd be happy to help you find accurate information about it.",
larouche,L7_leesburg,condition_a,Gemini,0,0.0432,0.8839,0.7758,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","In October 1986, federal and state law enforcement raided a compound in Leesburg, Virginia, that belonged to a **Christian Identity group led by Roger Elvick**.",
larouche,L7_leesburg,condition_a,DeepSeek,0,0.1153,0.7254,0.8832,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","In 1986, federal and state law enforcement raided a compound in Leesburg, Virginia belonging to **Lyndon LaRouche** and his political organization, often referred to as the LaRouche movement. The raid was part of an investigation into fraud and other financial crimes.",
larouche,L7_leesburg,condition_a,Grok,0,-0.0000,0.8588,0.6672,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","It was the compound of the **Lyndon LaRouche** movement (specifically, the National Democratic Policy Committee and related LaRouche organizations).",
larouche,L7_leesburg,condition_b,ChatGPT,0,0.1465,0.7181,0.8334,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","In 1986, federal and Virginia authorities raided Lyndon LaRouche’s headquarters/compound in Leesburg, Virginia as part of a broader criminal investigation into his organization’s finances and fundraising practices. ⏎  ⏎ What happened, in brief: ⏎  ⏎ - **The raid:** Investigators executed search warrants at the Leesburg compound and related offices. ⏎ - **Why:** Authorities were probing allegations of **fraud, conspiracy, and financial misconduct**, including claims that LaRouche associates had used deceptive fundraising tactics and hidden the true use of donated money. ⏎ - **Aftermath:** The raid led to a major criminal case. Several LaRouche associates were eventually **indicted and convicted** on fraud-related charges. ⏎ - **LaRouche himself:** He was later **convicted in 1988** in federal court on charges tied to conspiracy and fraud, though he and supporters claimed the case was politically motivated. ⏎  ⏎ If you want, I can also give you a **timeline of the 1986 raid and the later prosecutions**.",
larouche,L7_leesburg,condition_b,Claude,0,0.0858,0.8056,0.8513,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","# 1986 LaRouche Compound Raid ⏎  ⏎ In May 1986, federal and state authorities raided LaRouche's compound near Leesburg, Virginia as part of a larger investigation into his organization's activities. ⏎  ⏎ ## Key Context ⏎  ⏎ **Background:** LaRouche's National Caucus of Labor Committees had been under investigation for various alleged illegal activities, including: ⏎ - Financial fraud ⏎ - Harassment and intimidation tactics ⏎ - Document forgery ⏎  ⏎ **The Raid:** The operation targeted documents and materials at the compound related to these investigations. ⏎  ⏎ **Aftermath:** LaRouche himself was indicted later that year on charges including conspiracy, mail fraud, and tax evasion. He was convicted in 1988 and served time in federal prison. ⏎  ⏎ ## Important Note ⏎  ⏎ LaRouche's organization was widely documented by law enforcement and journalists as engaging in coercive practices, making unfounded accusations against critics, and operating with cult-like characteristics. However, characterizations of his legal troubles have remained somewhat contested—supporters viewed prosecutions as politically motivated, while critics saw them as appropriate responses to genuine criminal activity. ⏎  ⏎ Is there a specific aspect of this incident you'd like to know more about?",
larouche,L7_leesburg,condition_b,Gemini,0,0.0968,0.7567,0.8155,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","On October 6, 1986, Lyndon LaRouche's Leesburg, Virginia compound was indeed raided by a large contingent of federal and state authorities. This event was a significant development in a long-running investigation into LaRouche's political and financial organizations. ⏎  ⏎ Here's a breakdown of what happened: ⏎  ⏎ 1.  **Authorities Involved:** The raid involved agents from the FBI, the U.S. Postal Inspection Service, the IRS, and the Virginia State Police. It was a coordinated effort by multiple agencies. ⏎  ⏎ 2.  **Reason for the Raid:** The raid was executed as part of an investigation into allegations of widespread fraud, particularly mail fraud and credit card fraud, as well as obstruction of justice. Prosecutors alleged that LaRouche's organizations engaged in a scheme to defraud contributors, particularly elderly individuals, by pressuring them to donate large sums of money, often through deceptive means, and by using fraudulent credit card transactions. There were also allegations that LaRouche's followers had deliberately obstructed the investigation. ⏎  ⏎ 3.  **The Raid Itself:** ⏎     *   It was a large-scale operation, with dozens of law enforcement officers descending on the compound. ⏎     *   Agents seized a vast amount of evidence, including documents, computers, financial records, and other materials. The raid lasted for many hours, with agents systematically searching buildings on the property. ⏎     *   While many associates were present, Lyndon LaRouche himself was not arrested during the raid. ⏎  ⏎ 4.  **Subsequent Legal Proceedings and Outcome:** ⏎     *   The evidence gathered during the raid and other investigations led to indictments against LaRouche and many of his associates. ⏎     *   **First Trial (Boston, 1987):** The initial trial against LaRouche and several co-defendants in Boston on charges of obstruction of justice, mail fraud, and credit card fraud ended in a mistrial due to issues with jury selection and prosecutorial conduct. ⏎     *   **Second Trial (Alexandria, Virginia, 1988):** A second trial in Alexandria, Virginia, focused on charges of mail fraud and conspiracy to commit mail fraud. In December 1988, Lyndon LaRouche was convicted of two counts of conspiracy to commit mail fraud and one count of mail fraud. ⏎     *   **Sentencing:** LaRouche was sentenced to 15 years in federal prison. Several of his associates were also convicted and received prison sentences. ⏎     *   **Imprisonment and Release:** LaRouche served approximately five years of his sentence. He was paroled in 1994. ⏎  ⏎ 5.  **LaRouche's Perspective:** LaRouche and his followers consistently maintained that",
larouche,L7_leesburg,condition_b,DeepSeek,0,0.0151,0.7913,0.8675,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","In 1986, federal and state authorities raided the Leesburg, Virginia compound associated with Lyndon LaRouche and his political organization. The raid was part of a broader investigation into alleged financial crimes, including fraud and conspiracy. Authorities seized documents and other materials related to the organization's fundraising and political activities. The operation resulted in several indictments and convictions of LaRouche associates for offenses such as credit card fraud and obstruction of justice. LaRouche himself was later convicted in 1988 for conspiracy to commit mail fraud and tax violations, though his sentence was commuted in 1994. The raid and subsequent legal actions significantly impacted the organization's operations.",
larouche,L7_leesburg,condition_b,Grok,0,0.1613,0.7269,0.8227,"Lyndon LaRouche; his Leesburg, VA compound was raided by federal/state law enforcement in 1986.","**The October 6–7, 1986 federal and state raids on Lyndon LaRouche’s Leesburg, Virginia compound (the “Ibykus Farm”/headquarters complex) were part of a multi-year federal investigation into fraud, credit-card scams, and related financial crimes by LaRouche’s organizations.** ⏎  ⏎ ### What the raids targeted and what was seized ⏎ - Authorities executed search warrants at the main compound and several related offices in Loudoun County. They seized thousands of pages of documents, financial records, membership lists, and other materials. ⏎ - The operation involved dozens of federal agents (primarily from the FBI) plus Virginia state police and local deputies; it was coordinated with simultaneous actions in other states where LaRouche-linked groups operated. ⏎ - The warrants were based on evidence gathered in an ongoing grand-jury investigation in Alexandria, Virginia, focused on allegations that LaRouche’s fundraising arms had systematically defrauded elderly and other donors through unauthorized or misrepresented credit-card charges and “loan” solicitations that were never repaid. ⏎  ⏎ ### Immediate aftermath and arrests ⏎ - No one was arrested at the Leesburg compound itself during the raids. Several key LaRouche aides and fundraisers were already under indictment or were arrested in the following days/weeks on related charges. ⏎ - LaRouche and several associates were later indicted in federal court in Boston and Alexandria. In December 1988 LaRouche was convicted in Alexandria on federal mail-fraud and conspiracy counts tied to the fundraising practices; he was sentenced to 15 years (he served about five before being released on parole in 1994). Other LaRouche organization members received convictions on similar or related charges. ⏎ - LaRouche and his supporters have always maintained that the raids and prosecutions were a politically motivated “frame-up” orchestrated by his enemies (they have named figures ranging from Henry Kissinger to elements inside the Reagan/Bush administrations and the ADL). The official record, court documents, and contemporaneous reporting treat the case as a straightforward financial-fraud prosecution. ⏎  ⏎ ### Context and scale ⏎ - The raids were the most visible single action in a broader, multi-year law-enforcement effort that also produced indictments in Massachusetts, New York, and elsewhere. The investigation had begun years earlier after complaints from donors and banks about the aggressive and allegedly deceptive solicitation tactics used by LaRouche’s political-action committees and publishing entities. ⏎ - LaRouche’s movement continued to operate from the Leesburg area for years afterward, though the organization’s influence and finances were significantly reduced by the convictions and resulting fines/restitution orders. ⏎  ⏎ In short, the 1986 Leesburg raids were a large-scale evidence-gathering operation in a federal fraud case; they did not produce on-site arrests at the compound but were followed by indictments and convictions of LaRouche and several of his top aides on mail-fraud and conspiracy charges.",
